diff                       freq                      real                     imag
1.0000000000000000E-002   25.118864315095795        1.7086867022549450       -1.1649507485138071
1.0000000000000000E-002   31.622776601683793        1.5952645180158391      -0.99114523781346375
1.0000000000000000E-002   39.810717055349734        1.5034469537633821      -0.83537580931003341
1.0000000000000000E-002   50.118723362727224        1.4312164109961958      -0.69705122846519085
1.0000000000000000E-002   63.095734448019329        1.3762447816893308      -0.57580352476093255
1.0000000000000000E-002   79.432823472428140        1.3358637821274735      -0.47120276357415147
1.0000000000000000E-002   100.00000000000000        1.3072112989025491      -0.38249363390583291
1.0000000000000000E-002   125.89254117941675        1.2875006610352246      -0.30847682597910109
1.0000000000000000E-002   158.48931924611142        1.2742812842070173      -0.24757380976243262
1.0000000000000000E-002   199.52623149688787        1.2655854027172029      -0.19800608973176648
1.0000000000000000E-002   251.18864315095797        1.2599442778814531      -0.15798602269256659
1.0000000000000000E-002   316.22776601683796        1.2563197968405402      -0.12585480496769386
1.0000000000000000E-002   398.10717055349733        1.2540059493916156      -0.10015448621787752
1.0000000000000000E-002   501.18723362727246        1.2525350124525787       -7.9648963706889606E-002
1.0000000000000000E-002   630.95734448019300        1.2516024662511442       -6.3314560141777970E-002
1.0000000000000000E-002   794.32823472428129        1.2510122808899657       -5.0316269113624218E-002
1.0000000000000000E-002   1000.0000000000000        1.2506391825570147       -3.9979556611821232E-002
1.0000000000000000E-002   1258.9254117941675        1.2504034870128404       -3.1762876662392268E-002
1.0000000000000000E-002   1584.8931924611140        1.2502546588657382       -2.5233153102289296E-002
1.0000000000000000E-002   1995.2623149688789        1.2501607090714921       -2.0044912225705348E-002
1.0000000000000000E-002   2511.8864315095798        1.2501014125939540       -1.5922994988359661E-002
1.0000000000000000E-002   3162.2776601683795        1.2500639918097611       -1.2648463122236804E-002
1.0000000000000000E-002   3981.0717055349733        1.2500403780091953       -1.0047221176607073E-002
1.0000000000000000E-002   5011.8723362727251        1.2500254775606821       -7.9808865930575366E-003
1.0000000000000000E-002   6309.5734448019302        1.2500160755563092       -6.3394912411657194E-003
1.0000000000000000E-002   7943.2823472428136        1.2500101431106649       -5.0356607853649753E-003
1.0000000000000000E-002   10000.000000000000        1.2500063999180817       -3.9999795203669924E-003
1.0000000000000000E-002   12589.254117941662        1.2500040380943922       -3.1773026746986380E-003
1.0000000000000000E-002   15848.931924611141        1.2500025478729082       -2.5238242336140604E-003
1.0000000000000000E-002   19952.623149688789        1.2500016076021474       -2.0047463562414521E-003
1.0000000000000000E-002   25118.864315095823        1.2500010143295854       -1.5924273900170159E-003
1.0000000000000000E-002   31622.776601683792        1.2500006399991808       -1.2649104164340476E-003
1.0000000000000000E-002   39810.717055349691        1.2500004038123744       -1.0047542480180740E-003
1.0000000000000000E-002   50118.723362727251        1.2500002547884592       -7.9810476330924502E-004
1.0000000000000000E-002   63095.734448019299        1.2500001607606799       -6.3395719545213385E-004
1.0000000000000000E-002   79432.823472428208        1.2500001014331437       -5.0357012385470585E-004
1.0000000000000000E-002   100000.00000000000        1.2500000639999918       -3.9999997952000363E-004
